step,epoch,loss
1,0.015873015873015872,4.2723846435546875
2,0.031746031746031744,4.286048412322998
3,0.047619047619047616,4.368931293487549
4,0.06349206349206349,4.332542896270752
5,0.07936507936507936,3.87567138671875
6,0.09523809523809523,3.7310945987701416
7,0.1111111111111111,3.442474603652954
8,0.12698412698412698,3.314166784286499
9,0.14285714285714285,2.8392035961151123
10,0.15873015873015872,2.487772226333618
11,0.1746031746031746,2.055177927017212
12,0.19047619047619047,1.8923250436782837
13,0.20634920634920634,1.9174690246582031
14,0.2222222222222222,1.4776735305786133
15,0.23809523809523808,1.5225446224212646
16,0.25396825396825395,1.5069293975830078
17,0.2698412698412698,1.0895752906799316
18,0.2857142857142857,1.2387446165084839
19,0.30158730158730157,0.9155340790748596
20,0.31746031746031744,1.119893193244934
21,0.3333333333333333,0.8012810349464417
22,0.3492063492063492,1.0498793125152588
23,0.36507936507936506,1.166486382484436
24,0.38095238095238093,0.6316955089569092
25,0.3968253968253968,0.6556239128112793
26,0.4126984126984127,0.8570928573608398
27,0.42857142857142855,1.1619876623153687
28,0.4444444444444444,0.5614686012268066
29,0.4603174603174603,0.6400834918022156
30,0.47619047619047616,0.6972734332084656
31,0.49206349206349204,0.6784994006156921
32,0.5079365079365079,0.5282034277915955
33,0.5238095238095238,0.7168279886245728
34,0.5396825396825397,0.37543874979019165
35,0.5555555555555556,0.6487324237823486
36,0.5714285714285714,0.7527366876602173
37,0.5873015873015873,0.4436345398426056
38,0.6031746031746031,0.6849673986434937
39,0.6190476190476191,0.4237115681171417
40,0.6349206349206349,0.48601990938186646
41,0.6507936507936508,0.7344823479652405
42,0.6666666666666666,0.3812249004840851
43,0.6825396825396826,0.45807307958602905
44,0.6984126984126984,0.33333227038383484
45,0.7142857142857143,0.2784980237483978
46,0.7301587301587301,0.45198488235473633
47,0.746031746031746,0.5605503916740417
48,0.7619047619047619,0.3346115052700043
49,0.7777777777777778,0.2737085521221161
50,0.7936507936507936,0.6955982446670532
51,0.8095238095238095,0.6080813407897949
52,0.8253968253968254,0.5318151712417603
53,0.8412698412698413,0.6501767635345459
54,0.8571428571428571,0.6545030474662781
55,0.873015873015873,0.4114040434360504
56,0.8888888888888888,0.4195440411567688
57,0.9047619047619048,0.6477843523025513
58,0.9206349206349206,0.307035893201828
59,0.9365079365079365,0.33932065963745117
60,0.9523809523809523,0.3499615490436554
61,0.9682539682539683,0.4508967399597168
62,0.9841269841269841,0.35816049575805664
63,1.0,0.2751981317996979
64,1.0158730158730158,0.27854612469673157
